Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
1434,"Hauptstrasse 55, 4133 Pratteln, Switzerland",47.5169223,7.6978325,Ristorante Schützenstube,4.3,POINT (7.6978325 47.5169223),POINT (7.6978325 47.5169223)
1435,"Bahnhofstrasse 9, 4133 Pratteln, Switzerland",47.5216151,7.692060499999998,Ristorante - Grotto - Gianini,4.3,POINT (7.692060499999998 47.5216151),POINT (7.692060499999998 47.5216151)
1436,"Oberemattstrasse 3, 4133 Pratteln, Switzerland",47.518414299999996,7.6943267,Restaurant Schlossgarten,4.4,POINT (7.6943267 47.5184143),POINT (7.6943267 47.5184143)
1437,"Zurlindenstrasse 23, 4133 Pratteln, Switzerland",47.526726000000004,7.696542,Gli Amici - Antichi Sapori,4.6,POINT (7.696542 47.526726),POINT (7.696542 47.526726)
1440,"Luzernerstrasse 19, 6330 Cham, Switzerland",47.17898579999999,8.457294300000001,La Campana,4.1,POINT (8.457294300000001 47.17898579999999),POINT (8.457294300000001 47.17898579999999)
1441,"Sinserstrasse 114, 6330 Cham, Switzerland",47.193729499999996,8.4435655,Ristorante Pizzeria Lindenhof Da Rocco,4.1,POINT (8.4435655 47.1937295),POINT (8.4435655 47.1937295)
1442,"Zugerstrasse 15, 6330 Cham, Switzerland",47.1817091,8.4612043,Pizzeria Carrera,4.2,POINT (8.4612043 47.1817091),POINT (8.4612043 47.1817091)
1443,"Sinserstrasse 4, 6330 Cham, Switzerland",47.1816574,8.4589207,Restaurant Rössli Cham,4.5,POINT (8.4589207 47.1816574),POINT (8.4589207 47.1816574)
1445,"Luzernerstrasse 9, 6330 Cham, Switzerland",47.18036,8.458907,Flash Point GmbH,4.2,POINT (8.458907 47.18036),POINT (8.458907 47.18036)
1447,"Zugerstrasse 20, 6330 Cham, Switzerland",47.1815309,8.4624205,Isaan House,4.4,POINT (8.4624205 47.1815309),POINT (8.4624205 47.1815309)
1448,"Luzernerstrasse 20, 6330 Cham, Switzerland",47.1795951,8.4576602,Raben,4.5,POINT (8.457660199999999 47.1795951),POINT (8.457660199999999 47.1795951)
1449,"Sinserstrasse 8, 6330 Cham, Switzerland",47.1820793,8.4585946,capra,4.4,POINT (8.4585946 47.1820793),POINT (8.4585946 47.1820793)
1450,"Bannstrasse 6, 6312 Steinhausen, Switzerland",47.1984393,8.485386199999999,Szenario Gastro GmbH,4.4,POINT (8.485386199999999 47.1984393),POINT (8.485386199999999 47.1984393)
1451,"6630, Zugerstrasse 53, 6330 Cham, Switzerland",47.1822827,8.4674956,Keyf Ocakbasi Grillhaus,4.2,POINT (8.467495599999999 47.1822827),POINT (8.467495599999999 47.1822827)
1452,"Kirchbühl 5, 6330 Cham, Switzerland",47.179849299999994,8.4589258,Café Plaza,4.5,POINT (8.458925799999999 47.17984929999999),POINT (8.458925799999999 47.17984929999999)
1453,"Zugerstrasse 11, 6330 Cham, Switzerland",47.181632,8.4607674,Chinarestaurant Bambus,4.3,POINT (8.4607674 47.181632),POINT (8.4607674 47.181632)
1454,"Schulhausstrasse 12, 6330 Cham, Switzerland",47.1809696,8.457789199999999,Wirtschaft Schiess,4.3,POINT (8.457789199999999 47.1809696),POINT (8.457789199999999 47.1809696)
1456,"Luzernerstrasse 14, 6330 Cham, Switzerland",47.1800614,8.458341299999999,Landhaus Steirereck,4.2,POINT (8.458341299999999 47.1800614),POINT (8.458341299999999 47.1800614)
1457,"Villette, 6330 Cham, Switzerland",47.178432,8.460284999999999,Villa-Villette,4.2,POINT (8.460284999999999 47.178432),POINT (8.460284999999999 47.178432)
1458,"Langackerstrasse 7, 6330 Cham, Switzerland",47.198675200000004,8.453002699999999,Mr. BIG dine,4.4,POINT (8.453002699999999 47.1986752),POINT (8.453002699999999 47.1986752)
1460,"15, Zugerstrasse, 6330 Cham, Switzerland",47.181709000000005,8.461203999999999,Lorzenhof Brasserie & Café,4.2,POINT (8.461203999999999 47.18170900000001),POINT (8.461203999999999 47.18170900000001)
1461,"Dorfpl. 1, 6330 Cham, Switzerland",47.181128,8.459767999999999,Sofra zur Lorze,4.5,POINT (8.459767999999999 47.181128),POINT (8.459767999999999 47.181128)
1462,"Zugerstrasse 4, 6330 Cham, Switzerland",47.1809147,8.4605163,Restaurant Milchsüdi,3.8,POINT (8.4605163 47.1809147),POINT (8.4605163 47.1809147)
1464,"Bahnhofstrasse 2, 6330 Cham, Switzerland",47.1786651,8.4574225,Hotel Restaurant Bahnhof,3.8,POINT (8.4574225 47.1786651),POINT (8.4574225 47.1786651)
1466,"Holzhäusernstrasse 1, 6343 Holzhäusern ZG, Switzerland",47.155082799999995,8.440026399999999,Restaurant Engel,4.3,POINT (8.440026399999999 47.1550828),POINT (8.440026399999999 47.1550828)
1472,"Luzernerstr. 17, 6330 Cham, Switzerland",47.1792032,8.4577261,Pöstli Pizza & Kebab,3.5,POINT (8.4577261 47.1792032),POINT (8.4577261 47.1792032)
1473,"Hammerstrasse 2, 6312 Steinhausen, Switzerland",47.197343200000006,8.4852328,Gasthof Rössli,4.4,POINT (8.4852328 47.19734320000001),POINT (8.4852328 47.19734320000001)
1476,"Schochenmühle 1, 6300 Zug, Switzerland",47.187405,8.499979999999999,Restaurant zur Alten Lorze,4.1,POINT (8.499979999999999 47.187405),POINT (8.499979999999999 47.187405)
1477,"Brunnendorf 3, 93413 Cham, Germany",49.220040000000004,12.66822,Pizzeria Orlandini,4.5,POINT (12.66822 49.22004),POINT (12.66822 49.22004)
1478,"Hinterbergstrasse, 6312 Steinhausen, Switzerland",47.191970500000004,8.4769802,Restaurant Primo,3.7,POINT (8.4769802 47.1919705),POINT (8.4769802 47.1919705)
1480,"Karaoke Bar, Knonauerstrasse 54, 6330 Cham, Switzerland",47.18779809999999,8.459761300000002,Karaoke Maybe,4.6,POINT (8.459761300000002 47.18779809999999),POINT (8.459761300000002 47.18779809999999)
1481,"Zugerstrasse 3, 6340 Baar, Switzerland",47.1929782,8.5232306,Pizzeria Maddalena,4.4,POINT (8.5232306 47.1929782),POINT (8.5232306 47.1929782)
1482,"Rachelstraße 19, 93413 Cham, Germany",49.22801629999999,12.673349,Pizzeria Ristorante da Salvatore,4.4,POINT (12.673349 49.22801629999999),POINT (12.673349 49.22801629999999)
1484,"Spitalpl. 10, 93413 Cham, Germany",49.21888389999999,12.6678245,Pizzeria Trattoria al Gallo Nero,4.4,POINT (12.6678245 49.21888389999999),POINT (12.6678245 49.21888389999999)
1485,"Bahnhofstrasse 17, 9100 Herisau, Switzerland",47.387454600000005,9.2772455,il Pomodoro,4.2,POINT (9.277245499999999 47.38745460000001),POINT (9.277245499999999 47.38745460000001)
1486,"Schmiedgasse 1A, 9100 Herisau, Switzerland",47.3855253,9.2779808,Pizzeria Da Toni,3.6,POINT (9.2779808 47.3855253),POINT (9.2779808 47.3855253)
1487,"Gossauerstrasse 8, 9100 Herisau, Switzerland",47.3865411,9.2780291,Little Italy Herisau,4.8,POINT (9.278029099999999 47.3865411),POINT (9.278029099999999 47.3865411)
1490,"Rue Saint-Domingue 2, 1110 Morges, Switzerland",46.5139124,6.5009903,Ristorante InVivo,4.2,POINT (6.5009903 46.5139124),POINT (6.5009903 46.5139124)
1491,"Les Rives-de-la-Morges 6, 1110 Morges, Switzerland",46.5077175,6.4953045,Restaurant Pizzeria La Rive,4.2,POINT (6.4953045 46.5077175),POINT (6.4953045 46.5077175)
1492,"Rue des Charpentiers 36, 1110 Morges, Switzerland",46.509211799999996,6.4960944000000005,Il Bivio Sàrl,4.1,POINT (6.4960944 46.5092118),POINT (6.4960944 46.5092118)
1493,"Avenue du Moulin 4, 1110 Morges, Switzerland",46.511587,6.4923769999999985,Restaurant du Moulin,4.0,POINT (6.492376999999999 46.511587),POINT (6.492376999999999 46.511587)
1494,"Chemin de la Grosse-Pierre 3, 1110 Morges, Switzerland",46.5182899,6.5001921,Restaurant A la Grosse-Pierre,3.8,POINT (6.5001921 46.5182899),POINT (6.5001921 46.5182899)
1495,"Route du Village 40, 1112 Echichens, Switzerland",46.526165999999996,6.498043999999998,Sibò Ristorante,4.4,POINT (6.498043999999998 46.526166),POINT (6.498043999999998 46.526166)
1496,"Rue des Charpentiers 22, 1110 Morges, Switzerland",46.510065600000004,6.4967122999999996,"Caravela Café Restaurant, Antonio Manuel Costa Marques",4.0,POINT (6.4967123 46.5100656),POINT (6.4967123 46.5100656)
1497,"Chemin du Petit-Bois, 1110 Morges, Switzerland",46.504793299999996,6.4897684,Restaurant du Tennis,4.1,POINT (6.4897684 46.5047933),POINT (6.4897684 46.5047933)
1498,"Rue Saint-Domingue 2, 1110 Morges, Switzerland",46.5139124,6.5009903,Hôtel La Maison d’Igor,4.7,POINT (6.5009903 46.5139124),POINT (6.5009903 46.5139124)
1499,"Place Saint-Louis 5, 1110 Morges, Switzerland",46.5109571,6.499060299999999,Mes Saveurs By HurryUpFood,4.8,POINT (6.499060299999999 46.5109571),POINT (6.499060299999999 46.5109571)
1500,"Avenue de Marcelin 9, 1110 Morges, Switzerland",46.513352000000005,6.4920086999999995,Restaurant de la Tour,4.2,POINT (6.4920087 46.513352),POINT (6.4920087 46.513352)
1501,"Bremgarterstrasse 17, 5622 Waltenschwil, Switzerland",47.3351251,8.3034459,Ristorante Volare,4.4,POINT (8.3034459 47.3351251),POINT (8.3034459 47.3351251)
1502,"Villmergerstr. 7, 5610 Wohlen, Switzerland",47.348804,8.263681,Freiämterhof,4.2,POINT (8.263681 47.348804),POINT (8.263681 47.348804)
1503,"Zentralstrasse 44, 5610 Wohlen, Switzerland",47.34997629999999,8.274657699999999,Trattoria Pizzeria Central,4.2,POINT (8.274657699999999 47.34997629999999),POINT (8.274657699999999 47.34997629999999)
1504,"Zentralstrasse 28, 5610 Wohlen, Switzerland",47.3496096,8.2765617,Restaurant Bären,4.3,POINT (8.2765617 47.3496096),POINT (8.2765617 47.3496096)
1505,"Unterdorfstrasse 4, 5612 Villmergen, Switzerland",47.347958,8.2444814,Restaurant Pizzeria Toscana,4.2,POINT (8.2444814 47.347958),POINT (8.2444814 47.347958)
1506,"Mellingerstrasse 15, 5525 Fischbach-Göslikon, Switzerland",47.37351779999999,8.3047907,Restaurant Reussthal | Italienische Spezialitäten | Pizzeria | Schweizer Spezialitäten,4.3,POINT (8.3047907 47.37351779999999),POINT (8.3047907 47.37351779999999)
1507,"Aargauerstrasse 2, 5610 Wohlen, Switzerland",47.350558,8.268858900000001,Cafe Limon Takeaway Ogul & Co.,4.1,POINT (8.268858900000001 47.350558),POINT (8.268858900000001 47.350558)
1508,"Zentralstrasse 44, 5610 Wohlen, Switzerland",47.3500481,8.274631,Trattoria Pizzeria Central,4.0,POINT (8.274630999999999 47.3500481),POINT (8.274630999999999 47.3500481)
1509,"Alte Winterthurerstrasse 16, 8304 Wallisellen, Switzerland",47.4145697,8.585656199999999,La Cantinella,4.4,POINT (8.585656199999999 47.4145697),POINT (8.585656199999999 47.4145697)
1510,"Richtipl. 4, 8304 Wallisellen, Switzerland",47.4100692,8.5948156,Andulino,4.4,POINT (8.5948156 47.4100692),POINT (8.5948156 47.4100692)
1512,"Einkaufszentrum Glatt, Neue Winterthurerstrasse 99, 8601 Wallisellen, Switzerland",47.4086122,8.5954841,SPIGA Ristorante,4.2,POINT (8.5954841 47.4086122),POINT (8.5954841 47.4086122)
1513,"Alte Winterthurerstrasse 94, 8304 Wallisellen, Switzerland",47.419889899999994,8.598772199999999,Da Pepino Pizza Kurier,3.5,POINT (8.598772199999999 47.41988989999999),POINT (8.598772199999999 47.41988989999999)
1514,"Alte Winterthurerstrasse 16, 8304 Wallisellen, Switzerland",47.414502,8.585744,Hotel Belair,4.0,POINT (8.585744 47.414502),POINT (8.585744 47.414502)
1515,"Einkaufszentrum Glatt, Neue Winterthurerstrasse 99, 8304 Glattzentrum, Switzerland",47.407973999999996,8.596279,Molino,4.0,POINT (8.596278999999999 47.407974),POINT (8.596278999999999 47.407974)
1518,"Mühleweg 11, 4900 Langenthal, Switzerland",47.2131239,7.791240699999999,Restaurant La Piazzetta,4.8,POINT (7.791240699999999 47.2131239),POINT (7.791240699999999 47.2131239)
1519,"Eisenbahnstrasse 7, 4900 Langenthal, Switzerland",47.216865000000006,7.785088000000001,Da Luca - Schlemmen und Schlafen,4.2,POINT (7.785088000000001 47.21686500000001),POINT (7.785088000000001 47.21686500000001)
1520,"Marktgasse 34, 4900 Langenthal, Switzerland",47.2111483,7.788240999999998,Ristorante Pizzeria Mamma Mia,3.8,POINT (7.788240999999998 47.2111483),POINT (7.788240999999998 47.2111483)
1521,"Marktgasse 46, 4900 Langenthal, Switzerland",47.2108449,7.787944099999999,il Terrazzino GmbH Restaurant La Terrazza,0.0,POINT (7.787944099999999 47.2108449),POINT (7.787944099999999 47.2108449)
1522,"Spitalgasse 18, 4900 Langenthal, Switzerland",47.2114614,7.7906790999999975,Pizzeria Pinocchio,4.3,POINT (7.790679099999998 47.2114614),POINT (7.790679099999998 47.2114614)
1523,"Aarwangenstrasse 91, 4900 Langenthal, Switzerland",47.2235421,7.7790316000000015,Presto Pizza Kurier,4.0,POINT (7.779031600000001 47.2235421),POINT (7.779031600000001 47.2235421)
1524,"Aarwangenstrasse 82, 4900 Langenthal, Switzerland",47.2238502,7.779213999999999,Indian Restaurant Shalimar,4.2,POINT (7.779213999999999 47.2238502),POINT (7.779213999999999 47.2238502)
1525,"Schlüsselgasse 1, 4102 Binningen, Switzerland",47.53936419999999,7.5749848,"Hotel Schlüssel, Restaurant Roccoco Cucina Italiana",4.1,POINT (7.5749848 47.53936419999999),POINT (7.5749848 47.53936419999999)
1530,"Hohestrasse 134, 4104 Oberwil, Switzerland",47.519788399999996,7.552887599999999,Restaurant zur Ziegelei,4.3,POINT (7.552887599999999 47.5197884),POINT (7.552887599999999 47.5197884)
1544,"Binningerstrasse 57, 4104 Oberwil, Switzerland",47.5161745,7.558511900000001,Pizza VIP,4.4,POINT (7.558511900000001 47.5161745),POINT (7.558511900000001 47.5161745)
1555,"Baslerstrasse 31, 4102 Binningen, Switzerland",47.5400731,7.576288199999999,Schiff Gastro GmbH,4.3,POINT (7.576288199999999 47.5400731),POINT (7.576288199999999 47.5400731)
1556,"Gorenmattstrasse 20, 4102 Binningen, Switzerland",47.5333161,7.5708126999999985,"Café Restaurant Bijou, Fam. Mermer",4.4,POINT (7.570812699999999 47.5333161),POINT (7.570812699999999 47.5333161)
1557,"Hauptstrasse 89, 8840 Einsiedeln, Switzerland",47.1271443,8.7499406,Pizzeria Romantica-Pfauen,4.2,POINT (8.7499406 47.1271443),POINT (8.7499406 47.1271443)
1558,"Hauptstrasse 50, 8840 Einsiedeln, Switzerland",47.12697379999999,8.747851400000002,Ristorante Pizzeria Schiff,4.2,POINT (8.747851400000002 47.12697379999999),POINT (8.747851400000002 47.12697379999999)
1559,"Hauptstrasse 72, 8840 Einsiedeln, Switzerland",47.126822,8.7491817,Hotel St. Georg Einsiedeln,4.3,POINT (8.749181699999999 47.126822),POINT (8.749181699999999 47.126822)
1560,"Hauptstrasse 82, 8840 Einsiedeln, Switzerland",47.126449,8.749868,Hotel Sonne Einsiedeln AG,3.8,POINT (8.749867999999999 47.126449),POINT (8.749867999999999 47.126449)
1561,"Heidenbühl 2, 8840 Einsiedeln, Switzerland",47.131023299999995,8.7438395,Restaurant Muang Thai,4.6,POINT (8.7438395 47.1310233),POINT (8.7438395 47.1310233)
1562,"Via Agostino Maspoli 37, 6850 Mendrisio, Switzerland",45.8635189,8.9780826,Igor Onusti Ristorante Pizzeria Liceo Sagl,4.4,POINT (8.9780826 45.8635189),POINT (8.9780826 45.8635189)
1563,"Viale alle Cantine 24, 6850 Mendrisio, Switzerland",45.879440100000004,8.9866005,Grotto Bundi,4.6,POINT (8.9866005 45.8794401),POINT (8.9866005 45.8794401)
1564,"Viale alle Cantine 10, 6850 Mendrisio, Switzerland",45.8782471,8.987104400000002,Osteria Lanterna,4.5,POINT (8.987104400000002 45.8782471),POINT (8.987104400000002 45.8782471)
1565,"Via Gismonda 13, 6850 Mendrisio, Switzerland",45.86871120000001,8.9855061,Birreria Növ Matag,4.3,POINT (8.9855061 45.86871120000001),POINT (8.9855061 45.86871120000001)
1566,"Via Industria 6, 6850 Mendrisio, Switzerland",45.86935689999999,8.989625499999997,Ristorante Elvezia di Volonghi Maria e Carminati Fabio,4.6,POINT (8.989625499999997 45.86935689999999),POINT (8.989625499999997 45.86935689999999)
1567,"Via Pontico Virunio 1, 6850 Mendrisio, Switzerland",45.869391799999995,8.9863882,Ristorante Atenaeo Del Vino,4.4,POINT (8.9863882 45.8693918),POINT (8.9863882 45.8693918)
1568,"Largo Bernasconi 5, 6850 Mendrisio, Switzerland",45.86791909999999,8.984640800000001,Golosi di Natura,4.4,POINT (8.984640800000001 45.86791909999999),POINT (8.984640800000001 45.86791909999999)
1569,"18, Via Luigi Lavizzari, 6850 Mendrisio, Switzerland",45.86999470000001,8.9868097,"Anatolia - Bar, Ristorante, Pizzeria",4.1,POINT (8.9868097 45.86999470000001),POINT (8.9868097 45.86999470000001)
1570,"Via Moree 3, 6850 Mendrisio, Switzerland",45.8724636,8.9805645,RISTORANTE BARAONDA - cocktail music bar,4.2,POINT (8.9805645 45.8724636),POINT (8.9805645 45.8724636)
1571,"Via Angelo Maspoli 18, 6850 Mendrisio, Switzerland",45.874202600000004,8.979420300000001,Pizzeria,2.9,POINT (8.979420300000001 45.8742026),POINT (8.979420300000001 45.8742026)
1572,"Via Alfonso Turconi 36, 6850 Mendrisio, Switzerland",45.867306299999996,8.984294499999997,Osteria Vignetta,4.7,POINT (8.984294499999997 45.8673063),POINT (8.984294499999997 45.8673063)
1573,"Via Penate 7, 6850 Mendrisio, Switzerland",45.876830600000005,8.979907699999998,Old Wild West,3.8,POINT (8.979907699999998 45.87683060000001),POINT (8.979907699999998 45.87683060000001)
1574,"Corso Bello 4, 6850 Mendrisio, Switzerland",45.8696746,8.9877501,Ristorante Corso,4.3,POINT (8.9877501 45.8696746),POINT (8.9877501 45.8696746)
1575,"Via Stella 10, 6850 Mendrisio, Switzerland",45.8717128,8.987841,Ristorante Mezza Luna,4.7,POINT (8.987841 45.8717128),POINT (8.987841 45.8717128)
1576,"Via Angelo Maspoli 17, 6850 Mendrisio, Switzerland",45.8744275,8.978230499999999,McDonald's,3.6,POINT (8.978230499999999 45.8744275),POINT (8.978230499999999 45.8744275)
1577,"Via Angelo Maspoli 7, 6850 Mendrisio, Switzerland",45.873816600000005,8.9794353,Dolce Tentazione,4.2,POINT (8.9794353 45.8738166),POINT (8.9794353 45.8738166)
1578,"Piazzetta Luigi Fontana 2, 6850 Mendrisio, Switzerland",45.87128509999999,8.987943099999997,Sport bar con alloggio garni Gegaspo SA,4.1,POINT (8.987943099999997 45.87128509999999),POINT (8.987943099999997 45.87128509999999)
1579,"Via Angelo Maspoli 18, 6850 Mendrisio, Switzerland",45.8755034,8.979762800000001,Ristorante Foxgrill,3.4,POINT (8.979762800000001 45.8755034),POINT (8.979762800000001 45.8755034)
1580,"Via ai Grotti, 6874 Castel San Pietro, Switzerland",45.867774,9.006129,Grotto Loverciano,4.2,POINT (9.006129 45.867774),POINT (9.006129 45.867774)
1581,"Piazza della Stazione, 6850 Mendrisio, Switzerland",45.86850889999999,8.9786784,Hotel Milano,3.8,POINT (8.9786784 45.86850889999999),POINT (8.9786784 45.86850889999999)
1582,"Via Stella 13, 6850 Mendrisio, Switzerland",45.87178600000001,8.987589,BAR RISTORANTE PIZZERIA STELLA,4.3,POINT (8.987589 45.87178600000001),POINT (8.987589 45.87178600000001)
1583,"Via Angelo Maspoli 4, 6850 Mendrisio, Switzerland",45.8742409,8.980523,Ristorante Admiral,5.0,POINT (8.980523 45.8742409),POINT (8.980523 45.8742409)
1584,"Via Angelo Maspoli 18, 6850 Mendrisio, Switzerland",45.8750678,8.980542100000001,CHALET SUISSE,3.3,POINT (8.980542100000001 45.8750678),POINT (8.980542100000001 45.8750678)
1585,"Via Cercera 22, 6862 Rancate, Switzerland",45.867655,8.973499,Ristorante Grotto Cercera,4.2,POINT (8.973499 45.867655),POINT (8.973499 45.867655)
1586,"Via San Nicolao 7, 6872 Somazzo, Medrisio, Switzerland",45.8817963,8.988317499999997,Ristorante-Grotto Eremo S. Nicolao,4.5,POINT (8.988317499999997 45.8817963),POINT (8.988317499999997 45.8817963)
1587,"Via Pollini 29, 6850 Mendrisio, Switzerland",45.870709600000005,8.982162299999997,Champion' s Snack Bar,4.2,POINT (8.982162299999997 45.8707096),POINT (8.982162299999997 45.8707096)
1588,"Via Francesco Borromini 6, 6850 Mendrisio, Switzerland",45.87314129999999,8.978044800000001,KFC,3.4,POINT (8.978044800000001 45.87314129999999),POINT (8.978044800000001 45.87314129999999)
1589,"Via Famiglia Avvocato Scacchi 13, 6825 Capolago, Switzerland",45.9043036,8.9794105,Albergo Ristorante Svizzero,4.0,POINT (8.9794105 45.9043036),POINT (8.9794105 45.9043036)
1590,"Via Stradone 19, 6872 Salorino TI, Switzerland",45.8705886,8.996523199999999,Grotto del Giuvàn,4.4,POINT (8.996523199999999 45.8705886),POINT (8.996523199999999 45.8705886)
1591,"Via Praella 13, 6850 Mendrisio, Switzerland",45.8704756,8.984783199999997,Cherry's Snack Bar,4.5,POINT (8.984783199999997 45.8704756),POINT (8.984783199999997 45.8704756)
1592,"6, Via Vallera, 6852 Genestrerio, Switzerland",45.85641589999999,8.960080099999997,Ristorante Le Fontanelle,4.2,POINT (8.960080099999997 45.85641589999999),POINT (8.960080099999997 45.85641589999999)
1593,"Piazzetta Luigi Fontana 3, 6850 Mendrisio, Switzerland",45.8714261,8.9876177,Ristorante Grütli,4.0,POINT (8.987617699999999 45.8714261),POINT (8.987617699999999 45.8714261)
