"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"1994","Confirmed","Aloys Nyimbuzi",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","L'Observateur","Print Reporter","Politics","Print","Rwanda","Kigali",,,"Kigali",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1999","Confirmed","Alpha Amadu Bah",,"Sierra Leone",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Independent Observer","Print Reporter","Culture,Sports","Print","Sierra Leone","Freetown",,,"Freetown",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Altaf Ahmed Faktoo",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Doordarshan TV","Broadcast Reporter","Politics","Television","India","Srinagar",,"Kashmir","Srinagar",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2007","Confirmed","Amado Ramírez Dillanes",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Televisa and Radiorama","Broadcast Reporter","Crime,Culture,Politics","Radio,Television","Mexico","Acapulco",,,"Acapulco",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Amer Malallah al-Rashidi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Mosuliya","Camera Operator","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Ameur Ouagueni",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Le Matin","Editor","Business,Culture,Politics","Print","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Amir Nowab",,"Pakistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Amir%252520Nowab%252528right%252529.Pakistan.2005.1.jpg","AP","Journalist",,"Murder","Killed","Freelance","Associated Press Television News and Frontier Post","Broadcast Reporter","War","Television","Pakistan","Wana",,,"Wana",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Amjad Hameed",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Iraqiya","Producer","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1998","Confirmed","Amparo Leonor Jiménez Pallares",,"Colombia",,,"Female",,,"Journalist",,"Murder","Killed","Staff","""QAP"" and ""En Vivo""","Broadcast Reporter","Human Rights","Television","Colombia","Valledupar",,,"Valledupar",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Anak Agung Prabangsa",,"Indonesia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radar Bali","Print Reporter","Corruption,Politics","Print","Indonesia","Bali",,,"Bali",,"Local","Government Officials","Confirmed",,,"Full Justice","Yes","Yes","Yes",,,,,,,,,
"2015","Confirmed","Ananta Bijoy Das",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Internet Reporter,Print Reporter","Culture,Human Rights,Politics","Print,Internet","Bangladesh","Sylhet",,,"Sylhet",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Anastase Seruvumba",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Imbaga","Print Reporter",,"Print","Rwanda","Unknown",,,"Unknown",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Anastasiya Baburova",,"Russia",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/anastasiya_baburova_russia_2009.jpg","Novaya Gazeta","Journalist",,"Murder","Killed","Freelance","Novaya Gazeta","Print Reporter","Human Rights","Print","Russia","Moscow ",,,"Moscow ",,"Local","Political Group","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"1998","Confirmed","Anatoly Levin-Utkin",,"Russia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Yurichichesky Peterburg Segodnya","Editor","Corruption,Politics","Print","Russia","St. Petersburg",,,"St. Petersburg",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","No","Yes",,,,,,,,,
"1994","Confirmed","André Kameya",,"Rwanda",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rwanda Rushya","Editor","Politics","Print","Rwanda","Rwanda",,,"Rwanda",,"Local","Paramilitary Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Andres Teodoro",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Central Mindanao Inquirer","Editor","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2009","Confirmed","Anil Mazumdar",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Aji","Editor","Business,Corruption,Crime,Culture,Human Rights,Politics,War","Print","India","Rajgarh, Assam",,,"Rajgarh, Assam",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Anna Politkovskaya",,"Russia",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/politkovskaya.2006.jpg",,"Journalist",,"Murder","Killed","Staff","Novaya Gazeta","Print Reporter","Corruption,Human Rights,War","Print","Russia","Moscow",,,"Moscow",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Anthony Macharia",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Macharia.Somalia.1.1993.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Reuters","Technician","War","Television","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Mob Violence","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1996","Confirmed","Antonio Casemero",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Televisao Popular de Angola","Broadcast Reporter","Culture,Politics","Television","Angola","Cabinda",,,"Cabinda",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Antonio de la Torre Echeandía",,"Peru",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Órbita","Broadcast Reporter","Crime,Politics","Radio","Peru","Yungay",,,"Yungay",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Apolinario ""Polly"" Pobeda",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DWTI Radio","Columnist / Commentator","Corruption,Crime","Radio","Philippines","Lucena City, Quezon",,,"Lucena City, Quezon",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Ardiansyah Matra'is",,"Indonesia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Merauke TV","Broadcast Reporter","Business,Corruption,Politics","Television","Indonesia","Merauke",,,"Merauke",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"1995","Confirmed","Aristeu Guida da Silva",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","A Gazeta de São Fidélis","Publisher / Owner","Corruption","Print","Brazil","São Fidélis",,,"São Fidélis",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Arkan Sharifi",,"Iraq",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Kurdistan TV","Camera Operator","Politics,War","Television","Iraq","Daquq",,,"Daquq","Kirkuk","Local","Political Group,Paramilitary Group","Confirmed",,,"Complete Impunity","Yes","No","No",,,,,,,,,
"2006","Confirmed","Armando Pace",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","DXDS","Columnist / Commentator","Politics","Radio","Philippines","Digos City",,,"Digos City",,"Local","Unknown Fire","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Armando Saldaña Morales",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Ke Buena 100.9 FM","Broadcast Reporter","Crime","Radio","Mexico","Oaxaca",,,"Oaxaca",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2004","Confirmed","Arnnel Manalo",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Bulgar and DZRH Radio","Broadcast Reporter,Print Reporter","Corruption,Politics","Print,Radio","Philippines","Bauan",,,"Bauan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Arturo Betia",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Periodico Ini","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2006","Confirmed","Aswan Ahmed Lutfallah",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/aswan_ahmed_lutfallah_iraq_2006.jpg","AP","Journalist",,"Murder","Killed","Staff","APTN","Camera Operator","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2008","Confirmed","Athiwat Chaiyanurat",,"Thailand",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Matichon, Channel 7","Broadcast Reporter,Print Reporter","Corruption","Print,Television","Thailand","Chaiyamontri",,,"Chaiyamontri",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2006","Confirmed","Atilano Segundo Pérez Barrios",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Vigía de Todelar","Columnist / Commentator","Corruption,Politics","Radio","Colombia","Cartagena",,,"Cartagena",,"Local","Paramilitary Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2006","Confirmed","Atwar Bahjat",,"Iraq",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/atwar_bahjat_iraq_2006.jpg","Al-Aarabiya","Journalist",,"Murder","Killed","Staff","Al-Arabiya","Broadcast Reporter","War","Television","Iraq","Samarra",,,"Samarra",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Aung Kyaw Naing, ""Par Gyi""",,"Myanmar",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Killed-Burma-Par-Gyi-Reuters.jpg","Reuters/Soe Zeya Tun","Journalist",,"Murder","Killed","Freelance","Freelance","Photographer,Print Reporter","Human Rights,War","Print","Myanmar","Kyaikmayaw",,,"Kyaikmayaw",,"Local","Military Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","Avijit Roy",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/avijit.roy.ap.jpg","AP","Journalist",,"Murder","Killed","Freelance","Freelance","Internet Reporter,Print Reporter","Culture,Human Rights,Politics","Print,Internet","Bangladesh","Dhaka",,,"Dhaka",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Aysel Malkac",,"Turkey",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Ozgur Gundem","Print Reporter","Culture,Human Rights,Politics","Print","Turkey","Istanbul",,,"Istanbul",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2013","Confirmed","Ayub Khattak",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Karak Times","Print Reporter","Crime","Print","Pakistan","Karak District",,,"Karak District",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Azizullah Haidari",,"Afghanistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/azizullah_haidari_afghanistan_2001.jpg","","Journalist",,"Murder","Killed","Staff","Reuters","Photographer","War","Print","Afghanistan","Nangarhar Province",,,"Nangarhar Province","Nangarhar Province","Local","Paramilitary Group","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"1995","Confirmed","Azzedine Saidj",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El-Ouma","Editor","Culture,Politics,War","Print","Algeria","near Algiers",,,"near Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Bakhti Benaouda",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El-Djoumhouria","Columnist / Commentator","Politics","Print","Algeria","Oran",,,"Oran",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Bala Nadarajah Iyer",,"Sri Lanka",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Thinamurasu and Thinakaran","Print Reporter","Human Rights,Politics","Print","Sri Lanka","Colombo",,,"Colombo",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2005","Confirmed","Bardhyl Ajeti",,"Serbia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Bota Sot","Columnist / Commentator,Print Reporter","Politics","Print","Serbia","an area outside Pristina",,,"an area outside Pristina",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Bashar al-Nuaimi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Mosuliya TV","Camera Operator,Photographer","Corruption,Culture,Politics,War","Television","Iraq","Mosul",,,"Mosul",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Bashiir Noor Gedi",,"Somalia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Shabelle","Editor,Producer","War","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Bayo Ohu",,"Nigeria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Bayo%252520Ohu%252520%252528AFP%252529.JPG","AFP","Journalist",,"Murder","Killed","Staff","The Guardian","Editor,Print Reporter","Politics","Print","Nigeria","Lagos",,,"Lagos",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Benjamín Flores González",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","La Prensa","Editor,Publisher / Owner","Corruption,Crime","Print","Mexico","San Luis Río Colorado",,,"San Luis Río Colorado",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1998","Confirmed","Bernabé Cortés Valderrama",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Noticias CVN","Broadcast Reporter","Corruption,Crime","Television","Colombia","Cali",,,"Cali",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Bernard Maris",,"France",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Columnist / Commentator","Business","Print,Internet","France","Paris",,,"Paris",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2015","Confirmed","Bernard Verlhac (Tignous)",,"France",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/tignous%252520RTR4KHGF.jpg","Reuters","Journalist",,"Murder","Killed","Freelance","Freelance","Columnist / Commentator","Culture,Human Rights,Politics","Print,Internet","France","Paris",,,"Paris",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Bhola Nath Masoom",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Hind Samachar","Print Reporter","Business,Culture,Politics","Print","India","Rajpura",,,"Rajpura",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Bienvenido Legarte Jr.",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Prontiera News","Print Reporter,Publisher / Owner","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1993","Confirmed","Bienvenido Lemos",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Caracol Radio","Broadcast Reporter",,"Radio","Colombia","Buenaventura",,,"Buenaventura",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Birendra Shah",,"Nepal",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Nepal FM, Dristi Weekly, and Avenues TV","Broadcast Reporter,Print Reporter","Crime","Print,Radio,Television","Nepal","Bara district",,,"Bara district",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","Yes","Yes",,,,,,,,,
"2009","Confirmed","Bladimir Antuna García",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Tiempo de Durango","Print Reporter","Corruption,Crime","Print","Mexico","Durango",,,"Durango",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2003","Confirmed","Bonifacio Gregorio",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Dyaryo Banat","Columnist / Commentator,Print Reporter","Corruption","Print","Philippines","La Paz, Tarlac",,,"La Paz, Tarlac",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Borys Derevyanko",,"Ukraine",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Vechernyaya Odessa","Editor","Politics","Print","Ukraine","Odessa",,,"Odessa",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2015","Confirmed","Boutros Martin",,"South Sudan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","South Sudan Television","Camera Operator","Politics,War","Television","South Sudan","Western Bahr al Ghazal state",,"Western Bahr al Ghazal state","Western Bahr al Ghazal state",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Brahim Guaraoui",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El-Moudjahid","Columnist / Commentator","Politics","Print","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1995","Confirmed","Brian Smith",,"Canada",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Smith.Canada.1995.jpg","CJOH","Journalist",,"Murder","Killed","Staff","CJOH-TV","Broadcast Reporter","Sports","Television","Canada","Ottawa",,,"Ottawa",,"Local","Local Residents","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2001","Confirmed","Brignol Lindor",,"Haiti",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/brignol_lindor_haiti_2001.jpg","","Journalist",,"Murder","Killed","Staff","Radio Echo 2000","Columnist / Commentator,Producer","Human Rights,Politics","Radio","Haiti","Petit-Goâve",,,"Petit-Goâve",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Byron Baldeón",,"Ecuador",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Freelance","Photographer","Crime","Print","Ecuador","El Triunfo",,,"El Triunfo",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1993","Confirmed","Calvin Thusago",,"South Africa",,,"Male",,,"Journalist",,"Murder","Killed","Staff","South African Broadcasting Corporation (SABC)","Broadcast Reporter","Human Rights","Television","South Africa","an area near Sharpeville",,,"an area near Sharpeville",,"Local","Mob Violence","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
